Description,Price,Rating,ReviewCount,Url
"Naturehike Vik 1/2 Person Ultralight Backpacking Tent - 4 Season Lightweight Waterproof Camping Tent for Outdoor Camping, Hiking, Mountaineering, 2.6lbs with Foot Print",$149.00,4.0 out of 5 stars,8,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A067253511A2FLGXUOPB1&url=%2FNaturehike-Person-Ultralight-Backpacking-Tent%2Fdp%2FB08M5RGHKX%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3Dtent%2Bfor%2Bbackpacking%26qid%3D1621432124%26sr%3D8-17-spons%26psc%3D1&qualifier=1621432124&id=3338594677713864&widgetName=sp_btf
"Clostnature Lightweight Backpacking Tent - 3 Season Ultralight Waterproof Camping Tent, Large Size Easy Setup Tent for Family, Outdoor, Hiking and Mountaineering",$74.99,4.7 out of 5 stars,"1,020",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A08726403OZPRCERUHM75&url=%2FClostnature-Lightweight-2-Person-Backpacking-Tent%2Fdp%2FB07D4HPJGH%2Fref%3Dsr_1_18_sspa%3Fdchild%3D1%26keywords%3Dtent%2Bfor%2Bbackpacking%26qid%3D1621432124%26sr%3D8-18-spons%26psc%3D1&qualifier=1621432124&id=3338594677713864&widgetName=sp_btf
"Camping Tent - Tents for Camping 4 Person - Easy Setup Pop Up Tents Light Weight, Water Resistance,Windproof, for Family, Hiking, Traveling, Mountaineering, Backpacking,Fishing (Blue",$89.99,,,https://www.amazon.com/Camping-Tent-Resistance-Mountaineering-Backpacking/dp/B092D5F6Z2/ref=sr_1_17?dchild=1&keywords=tent+for+backpacking&qid=1621432127&sr=8-17
ALISALQ Travel Tent 3 Person Aluminum Poles Double Layer Camping Tent Beach Tent for Outdoors Blue,$278.52,,,https://www.amazon.com/ALISALQ-Travel-Aluminum-Camping-Outdoors/dp/B094Y9HZ5S/ref=sr_1_18?dchild=1&keywords=tent+for+backpacking&qid=1621432127&sr=8-18
ALISALQ Travel Tent Automatic Camping Tent 2 3 Person - 4 Season Backpacking Tent Portable Dome Tent for Outdoors Brown,$344.52,,,https://www.amazon.com/ALISALQ-Travel-Automatic-Camping-Person/dp/B094YB2P2Y/ref=sr_1_19?dchild=1&keywords=tent+for+backpacking&qid=1621432127&sr=8-19
ALISALQ Travel Tent Tent 2 Person Camping Tent Double Layer Portable Handbag for Hiking for Outdoors Green- Double Door,$167.52,,,https://www.amazon.com/ALISALQ-Camping-Portable-Handbag-Outdoors/dp/B094Y956Y4/ref=sr_1_20?dchild=1&keywords=tent+for+backpacking&qid=1621432127&sr=8-20
ALISALQ Travel Tent 2 People Outdoor Outdoor Camping Tent Beach Tent Kit Single Layer Fishing Tent with Bag for Outdoors,$93.52,,,https://www.amazon.com/ALISALQ-Outdoor-Camping-Fishing-Outdoors/dp/B094Y9BJB5/ref=sr_1_21?dchild=1&keywords=tent+for+backpacking&qid=1621432127&sr=8-21
"Blackdeer Archeos 2P Outdoor Backpacking Camping Tent, Lightweight Windproof Waterproof 2 Person 4 Season Tents for Hiking Trekking Travelling",$139.95,,,https://www.amazon.com/Blackdeer-Backpacking-Lightweight-Waterproof-Travelling/dp/B093W6ZC64/ref=sr_1_22?dchild=1&keywords=tent+for+backpacking&qid=1621432127&sr=8-22
ALISALQ Travel Tent Beach Folding Tents Automatic 1-2 Person and Awning for Outdoor Camping for Outdoors orange-1-2 People,$179.99,,,https://www.amazon.com/ALISALQ-Folding-Automatic-Outdoors-orange-1-2/dp/B094W5291K/ref=sr_1_23?dchild=1&keywords=tent+for+backpacking&qid=1621432127&sr=8-23
ALISALQ Travel Tent Automatic Camping Tent 3-4 Person Easy Instant Setup Tourist Family Backpacking Tent for Hiking Fishing for Outdoors Double,$164.99,,,https://www.amazon.com/ALISALQ-Automatic-Camping-Backpacking-Outdoors/dp/B094W33QNF/ref=sr_1_24?dchild=1&keywords=tent+for+backpacking&qid=1621432127&sr=8-24
"ALISALQ Camping Tent 2 Room Large Space for 3-6 People, Weatherproof,for Parties,Picnic, Outdoors Travel,Camping Family Tents 8-12 Person","$1,140.99",,,https://www.amazon.com/ALISALQ-Camping-Weatherproof-Parties-Outdoors/dp/B094W3TY3Z/ref=sr_1_25?dchild=1&keywords=tent+for+backpacking&qid=1621432127&sr=8-25
ALISALQ Travel Tent 2 Persons Double Door Tents Nylon Fabric Camping Tent for Outdoors Green,$583.99,,,https://www.amazon.com/ALISALQ-Travel-Persons-Camping-Outdoors/dp/B094W38VW8/ref=sr_1_26?dchild=1&keywords=tent+for+backpacking&qid=1621432127&sr=8-26
ALISALQ Travel Tent 6-7 Person Open Tents Outdoor Camping Hiking Automatic Season Tents for Outdoors Green-2.52.51.8,$370.99,,,https://www.amazon.com/ALISALQ-Outdoor-Automatic-Outdoors-Green-2-52-51-8/dp/B094W2JPGS/ref=sr_1_27?dchild=1&keywords=tent+for+backpacking&qid=1621432127&sr=8-27
ALISALQ Travel Tent Outdoor Large Camping Tent Full-Automatic Instant Unfold Tent Family Multi-Functional for Outdoors A,$227.99,,,https://www.amazon.com/ALISALQ-Outdoor-Full-Automatic-Multi-Functional-Outdoors/dp/B094W2GXTP/ref=sr_1_28?dchild=1&keywords=tent+for+backpacking&qid=1621432127&sr=8-28
ALISALQ Travel Tent Outdoor 3 Season 2 Person 1KG Camping Tent Nylon Silicone Coating Rodless Tent for Outdoors,$353.99,,,https://www.amazon.com/ALISALQ-Outdoor-Camping-Silicone-Outdoors/dp/B094W2DBPV/ref=sr_1_29?dchild=1&keywords=tent+for+backpacking&qid=1621432127&sr=8-29
ALISALQ Travel Tent Outdoor Large Camping Tent Full-Automatic Instant Unfold Tent Family Multi-Functional for Outdoors S,$270.99,,,https://www.amazon.com/ALISALQ-Outdoor-Full-Automatic-Multi-Functional-Outdoors/dp/B094W1X6HN/ref=sr_1_30?dchild=1&keywords=tent+for+backpacking&qid=1621432127&sr=8-30
ALISALQ Travel Tent Tent Nylon Silicone Portable Self Standing Outdoor Camping Tents for Outdoors,$495.99,,,https://www.amazon.com/ALISALQ-Silicone-Portable-Standing-Outdoors/dp/B094W1KNJ7/ref=sr_1_31?dchild=1&keywords=tent+for+backpacking&qid=1621432127&sr=8-31
ALISALQ Travel Tent Tent 2 Person Nylon with Camping Tent Can Be Used in Outdoors Camping Park Balcony for Outdoors red,$517.99,,,https://www.amazon.com/ALISALQ-Travel-Camping-Outdoors-Balcony/dp/B094W1QTS5/ref=sr_1_32?dchild=1&keywords=tent+for+backpacking&qid=1621432127&sr=8-32
"CAMEL CROWN 2/3/4/5 Person Camping Dome Tent, Waterproof,Spacious, Lightweight Portable Backpacking Tent for Outdoor Camping/Hiking",$39.99,4.5 out of 5 stars,94,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A02601762A51PDMGXRTJ9&url=%2FCAMEL-CROWN-Waterproof-Lightweight-Backpacking%2Fdp%2FB08RJC5TM3%2Fref%3Dsr_1_33_sspa%3Fdchild%3D1%26keywords%3Dtent%2Bfor%2Bbackpacking%26qid%3D1621432127%26sr%3D8-33-spons%26psc%3D1&qualifier=1621432127&id=5452983521807137&widgetName=sp_btf
"Naturehike Backpacking Camping Tent 1 Person Ultralight Waterproof Anti-UV Double Layer Portable for Outdoor Hiking Cycling Bikepacking, 3 Season, Easy Setup, Large Size with Footprint",$99.00,4.4 out of 5 stars,77,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A04016103FL4WLAZN4OX6&url=%2FNaturehike-NH18A095-D-tents-20D-Green%2Fdp%2FB01BK464R2%2Fref%3Dsr_1_34_sspa%3Fdchild%3D1%26keywords%3Dtent%2Bfor%2Bbackpacking%26qid%3D1621432127%26sr%3D8-34-spons%26psc%3D1&qualifier=1621432127&id=5452983521807137&widgetName=sp_btf
ALISALQ Travel Tent 1 Person Tent Outdoor Camping Minaret Tent Single Man Backpacking Tents for Outdoors,$470.99,,,https://www.amazon.com/ALISALQ-Outdoor-Camping-Backpacking-Outdoors/dp/B094W3CNS2/ref=sr_1_33?dchild=1&keywords=tent+for+backpacking&qid=1621432131&sr=8-33
ALISALQ Travel Tent Camping Tent Camping Equipment Outdoor Camping Fishing Tent Hike Gazebo 3-4person Automatic Tent for Outdoors Blue,$263.99,,,https://www.amazon.com/ALISALQ-Equipment-3-4person-Automatic-Outdoors/dp/B094W35BNM/ref=sr_1_34?dchild=1&keywords=tent+for+backpacking&qid=1621432131&sr=8-34
ALISALQ Travel Tent Automatic Tent 3-4 Person Camping Tent Easy Instant Setup Portable Backpacking for Outdoors,$232.99,,,https://www.amazon.com/ALISALQ-Automatic-Portable-Backpacking-Outdoors/dp/B094VZZ5XC/ref=sr_1_35?dchild=1&keywords=tent+for+backpacking&qid=1621432131&sr=8-35
ALISALQ Travel Tent Camping Tent Portable Ultralight 1 Man Tent Outdoor Camping Cycling Tent for Outdoors Blue,$307.99,,,https://www.amazon.com/ALISALQ-Camping-Portable-Ultralight-Outdoors/dp/B094W37D2V/ref=sr_1_36?dchild=1&keywords=tent+for+backpacking&qid=1621432131&sr=8-36
ALISALQ Travel Tent Tent Quick Open Automatic Camping Tent 3-4 Persons Outdoor Large Spaces Camping Picnic Family Tent for Outdoors Yellow,$316.99,,,https://www.amazon.com/ALISALQ-Automatic-Camping-Persons-Outdoors/dp/B094W351VX/ref=sr_1_37?dchild=1&keywords=tent+for+backpacking&qid=1621432131&sr=8-37
ALISALQ Travel Tent Camping Tent Outing Two Bedroom Tent Big Space Camping Tent for Outdoors Blue,"$1,073.99",,,https://www.amazon.com/ALISALQ-Travel-Camping-Bedroom-Outdoors/dp/B094VZLL1G/ref=sr_1_38?dchild=1&keywords=tent+for+backpacking&qid=1621432131&sr=8-38
ALISALQ Travel Tent Camping Tent 2Persons Plain Aluminum Alloy Pole Double Layer Outdoor Hiking Fashion for Outdoors,$469.99,,,https://www.amazon.com/ALISALQ-Camping-2Persons-Aluminum-Outdoors/dp/B094W3GJ94/ref=sr_1_39?dchild=1&keywords=tent+for+backpacking&qid=1621432131&sr=8-39
ALISALQ Travel Tent Outdoor Double Layer Waterproof Silicone Tents Lovers Hiking Climbing Camping Riding for Outdoors,$491.99,,,https://www.amazon.com/ALISALQ-Waterproof-Silicone-Climbing-Outdoors/dp/B094W2L69G/ref=sr_1_40?dchild=1&keywords=tent+for+backpacking&qid=1621432131&sr=8-40
ALISALQ Travel Tent 2 Man Camping Tent Nylon Silicone Outdoor 2 Person Camp Tents for Outdoors,$627.99,,,https://www.amazon.com/ALISALQ-Camping-Silicone-Outdoor-Outdoors/dp/B094W16Z32/ref=sr_1_41?dchild=1&keywords=tent+for+backpacking&qid=1621432131&sr=8-41
"2 Person Instant Pop Up Tent, Easy Set Up Camping Tent, Portable Automatic Backpacking Tent, Windproof Lightweight Sun Shelter Tent for Camping Hiking",$54.99,,,https://www.amazon.com/Portable-Automatic-Backpacking-Windproof-Lightweight/dp/B094R3B344/ref=sr_1_42?dchild=1&keywords=tent+for+backpacking&qid=1621432131&sr=8-42
"2 Person Camping Tent Lightweight Backpacking Tent Waterproof Windproof Two Doors Easy Setup Double Layer Outdoor Tents for Family, Outdoor, Hiking and Mountaineering,",$124.99,,,https://www.amazon.com/Lightweight-Backpacking-Waterproof-Windproof-Mountaineering/dp/B094NQXN56/ref=sr_1_43?dchild=1&keywords=tent+for+backpacking&qid=1621432131&sr=8-43
"ALISALQ Sport 2-3 Person Automatic Instant Setup Pop Up Camping Tent, Lightweight Waterproof Sun Shelter Tent for Beach, Hiking, Fishing Blue- 3-4 People",$108.99,,,https://www.amazon.com/ALISALQ-Automatic-Instant-Lightweight-Waterproof/dp/B094NS6G9H/ref=sr_1_44?dchild=1&keywords=tent+for+backpacking&qid=1621432131&sr=8-44
"ALISALQ Instant Pop-up Camping Tent 2-3 People Lightweight Tent, Waterproof, Windproof, Uv-Proof, Suitable for Beach Outdoor Travel, Hiking, Camping, Hunting, Fishing A- Double",$101.99,,,https://www.amazon.com/ALISALQ-Lightweight-Waterproof-Windproof-Uv-Proof/dp/B094NQ8R4S/ref=sr_1_45?dchild=1&keywords=tent+for+backpacking&qid=1621432131&sr=8-45
"ALISALQ Hydraulic Instant Tent with Automatic Setup, Backpacking Tent for Camping Hiking, Water-Resistant and Windproof Outdoor Tent,2-3Person Orange",$285.99,,,https://www.amazon.com/ALISALQ-Hydraulic-Automatic-Backpacking-Water-Resistant/dp/B094NS2C86/ref=sr_1_46?dchild=1&keywords=tent+for+backpacking&qid=1621432131&sr=8-46
"ALISALQ Instant Pop-up Lightweight Camping Tent for 2 Persons, Outdoor Easy-to-Set Automatic Family Travel Tent, Portable Backpack, Ultra-Light Waterproof, Wind-Proof, Uv-pr 1-2 People",$106.99,,,https://www.amazon.com/ALISALQ-Lightweight-Ultra-Light-Waterproof-Wind-Proof/dp/B094NPR148/ref=sr_1_47?dchild=1&keywords=tent+for+backpacking&qid=1621432131&sr=8-47
"CAMEL CROWN 2/3/4/5 Person Camping Dome Tent, Waterproof,Spacious, Lightweight Portable Backpacking Tent for Outdoor Camping/Hiking",$39.99,4.5 out of 5 stars,94,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A0260300IHKYELXH1PBC&url=%2FCAMEL-CROWN-Waterproof-Lightweight-Backpacking%2Fdp%2FB08RJ92BGM%2Fref%3Dsr_1_49_sspa%3Fdchild%3D1%26keywords%3Dtent%2Bfor%2Bbackpacking%26qid%3D1621432131%26sr%3D8-49-spons%26psc%3D1&qualifier=1621432131&id=1150831278883446&widgetName=sp_btf
Naturehike Cloud Up Free Standing 2 Person Backpacking Tent Ultralight Doulbe Layer Camping Tents for Two Person,$119.00,4.6 out of 5 stars,95,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A08240872B3I4A4CFYKMD&url=%2FNaturehike-Backpacking-Standing-Orange-210T-Polyester%2Fdp%2FB07K2SGTD5%2Fref%3Dsr_1_50_sspa%3Fdchild%3D1%26keywords%3Dtent%2Bfor%2Bbackpacking%26qid%3D1621432131%26sr%3D8-50-spons%26psc%3D1&qualifier=1621432131&id=1150831278883446&widgetName=sp_btf
"BAIYAN Outdoor Tent， Outdoor Camping Family Tent Easy Set Up Camping Tent Lightweight Tent is Waterproof,Hiking and Mountain Travel Color : Yellow, Size : 210x110x125cm","$1,573.86",,,https://www.amazon.com/BAIYAN-Outdoor-Lightweight-Waterproof-Mountain/dp/B094N1V25J/ref=sr_1_51?dchild=1&keywords=tent+for+backpacking&qid=1621432135&sr=8-51
Staright Backpacking Tent Outdoor Camping Sleeping Bag Tent Lightweight Single Person Tent with Net,$49.09,,,https://www.amazon.com/Staright-Backpacking-Outdoor-Sleeping-Lightweight/dp/B094MJ4DBH/ref=sr_1_52?dchild=1&keywords=tent+for+backpacking&qid=1621432135&sr=8-52
Topuality Backpacking Tent Outdoor Camping Sleeping Bag Tent Lightweight Single Person Tent with Mosquito Net,$54.98,,,https://www.amazon.com/Topuality-Backpacking-Sleeping-Lightweight-Mosquito/dp/B094MNHQMT/ref=sr_1_53?dchild=1&keywords=tent+for+backpacking&qid=1621432135&sr=8-53
"RYACO 2-3 Person Tent with Carrying Bag – Lightweight Dome Tents for Adults Camping, Backpacking and Outdoors Hiking Gear Green",$79.99,,,https://www.amazon.com/RYACO-2-3-Person-Tent-Carrying/dp/B091DHDBFD/ref=sr_1_54?dchild=1&keywords=tent+for+backpacking&qid=1621432135&sr=8-54
"Beach Tent Portable Sun Shelter Automatic Instant Baby Beach Tents Shelter Beach Sun Shade with Carry Bag for 2-3 Person,",$114.99,,,https://www.amazon.com/Portable-Shelter-Automatic-Instant-Person/dp/B093PL4STM/ref=sr_1_55?dchild=1&keywords=tent+for+backpacking&qid=1621432135&sr=8-55
"Camping Tent Tent Ultralight Easy Set Up and Carry Family Tent Backpacking Tent for Camping Hiking Outdoor Festivals Car Trip,",$99.99,,,https://www.amazon.com/Camping-Ultralight-Backpacking-Outdoor-Festivals/dp/B093PHM8MD/ref=sr_1_56?dchild=1&keywords=tent+for+backpacking&qid=1621432135&sr=8-56
"Camping Tent 3-4 Person Family Dome Tent with Screen Room Removable Rain Fly Easy Set Up for Camp Backpacking Hiking Outdoor,",$248.99,,,https://www.amazon.com/Camping-Person-Removable-Backpacking-Outdoor/dp/B093Q3VRGT/ref=sr_1_57?dchild=1&keywords=tent+for+backpacking&qid=1621432135&sr=8-57
"3-4 Person Tent Rain Fly Carrying Bag Lightweight Dome Tents for Kids or Adults Camping Backpacking and Hiking Gear by Outdoors,",$202.99,,,https://www.amazon.com/Carrying-Lightweight-Camping-Backpacking-Outdoors/dp/B093Q6NR86/ref=sr_1_58?dchild=1&keywords=tent+for+backpacking&qid=1621432135&sr=8-58
"Tents for Camping- Instant Tent, 3-4 People, Ultralight Easy Quick Set Up Tent, Double-Layer Waterproof Camping Tent, Perfect House Shelters for Hiking, Camping, Hunting, Fishing, Outdoor",$95.50,4.0 out of 5 stars,1,https://www.amazon.com/Camping-Ultralight-Double-Layer-Waterproof-Shelters/dp/B08W4Y4MJ3/ref=sr_1_60?dchild=1&keywords=tent+for+backpacking&qid=1621432135&sr=8-60
"2 Person Instant Pop Up Tent, Easy Set Up Camping Tent, Portable Automatic Backpacking Tent, Waterproof Windproof Lightweight Tent for Camping Hiking",$41.99,,,https://www.amazon.com/Automatic-Backpacking-Waterproof-Windproof-Lightweight/dp/B094HYQ5Q4/ref=sr_1_61?dchild=1&keywords=tent+for+backpacking&qid=1621432135&sr=8-61
GCS Gcsheng 2 Persons 3 Seasons and 4 Seasons Inner of Out Door Camping Tent Ultralight Tent Inner Mesh (Color : 4 Season Inner Tent),$149.00,,,https://www.amazon.com/Gcsheng-Persons-Seasons-Camping-Ultralight/dp/B094GBL95S/ref=sr_1_62?dchild=1&keywords=tent+for+backpacking&qid=1621432135&sr=8-62
"VAHIGCY 2 Person Camping Dome Tent, Windproof Waterproof Outdoor Tent Spacious Lightweight Portable Backpacking Tent for Outdoor Camping/Hiking",$61.19,,,https://www.amazon.com/VAHIGCY-Windproof-Waterproof-Lightweight-Backpacking/dp/B094FY1FDH/ref=sr_1_63?dchild=1&keywords=tent+for+backpacking&qid=1621432135&sr=8-63
"DEERFAMY 3 4 Person Tent, Waterproof Tents for Camping, Ultralight Backpacking Tent with Aluminum Poles and Expandable Storage Bag, Blue Tent/Orange Tent",$79.99,4.4 out of 5 stars,109,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A03492762Y1ZPYP50SBIU&url=%2FDEERFAMY-Waterproof-Ultralight-Aluminum-Backpacking%2Fdp%2FB07V2HGYS3%2Fref%3Dsr_1_65_sspa%3Fdchild%3D1%26keywords%3Dtent%2Bfor%2Bbackpacking%26qid%3D1621432135%26sr%3D8-65-spons%26psc%3D1&qualifier=1621432135&id=2325541264255257&widgetName=sp_btf
MOON LENCE Camping Tent 1 and 2 Person Backpacking Tent Double Layer Portable Outdoor Lightweight Tent Waterproof Wind Proof Anti-UV for Hiking Fishing Easy Setup,$79.99,4.7 out of 5 stars,544,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A10273262T0W66OGV5XRQ&url=%2FMOON-LENCE-Backpacking-Lightweight-Mountaineering%2Fdp%2FB07VRYDQVY%2Fref%3Dsr_1_66_sspa%3Fdchild%3D1%26keywords%3Dtent%2Bfor%2Bbackpacking%26qid%3D1621432135%26sr%3D8-66-spons%26psc%3D1&qualifier=1621432135&id=2325541264255257&widgetName=sp_btf
"2-3 Person Instant Pop Up Tent, Double Layer Easy Set Up Camping Tent, Portable Automatic Backpacking Tent, Waterproof Windproof Lightweight Tent for Camping Hiking",$89.99,,,https://www.amazon.com/Automatic-Backpacking-Waterproof-Windproof-Lightweight/dp/B094FL26WP/ref=sr_1_65?dchild=1&keywords=tent+for+backpacking&qid=1621432137&sr=8-65
"Double Layer Camping Tent, 2 Person Ultralight Backpacking Tent for 4-Season, Easy Setup Outdoor Tent for Hiking Mountaineering Backpack Travel",$49.90,,,https://www.amazon.com/Ultralight-Backpacking-4-Season-Mountaineering-Backpack/dp/B08YVHN16G/ref=sr_1_66?dchild=1&keywords=tent+for+backpacking&qid=1621432137&sr=8-66
Yi-xir Tents for Camping Tent Outdoor Sport Fishing Anti UV Tourist Tent Quick Opening for Picnic Beach Hunting with Bag Suitable for Four Seasons,$250.62,,,https://www.amazon.com/Yi-xir-Camping-Outdoor-Fishing-Suitable/dp/B094DQ2SK9/ref=sr_1_67?dchild=1&keywords=tent+for+backpacking&qid=1621432137&sr=8-67
Opalus Backpacking Tent 4 Person Lightweight Waterproof Camping Tent with Footprint,$368.00,,,https://www.amazon.com/Backpacking-Lightweight-Waterproof-Camping-Footprint/dp/B08B55LZMF/ref=sr_1_68?dchild=1&keywords=tent+for+backpacking&qid=1621432137&sr=8-68
YOT Camping Tents Shelter Portable Waterproof Cabin Tent Hold 2-3 Persons with Instant Setup Pop Up Tent with Double Doors Carry Bag UV Protection for Camping Hiking Mountaineering,$160.10,,,https://www.amazon.com/YOT-Portable-Waterproof-Protection-Mountaineering/dp/B0949N74B2/ref=sr_1_69?dchild=1&keywords=tent+for+backpacking&qid=1621432137&sr=8-69
"3-4 Person Camping Tent, Double Layer Ultralight Backpacking Tent for 4-Season, Easy Setup Outdoor Tent for Hiking Mountaineering Backpack Travel",$69.99,,,https://www.amazon.com/Ultralight-Backpacking-4-Season-Mountaineering-Backpack/dp/B08YV49TJ1/ref=sr_1_70?dchild=1&keywords=tent+for+backpacking&qid=1621432137&sr=8-70
"ALISALQ Tent for 2 and 3 Person is Waterproof and Windproof, Camping Tent for 3 to 4 Seasons,Lightweight Aluminum Pole Backpacking Tent Can Be Set Up Quickly,Great for Hikin",$282.99,,,https://www.amazon.com/ALISALQ-Waterproof-Windproof-Lightweight-Backpacking/dp/B0949F9T5Y/ref=sr_1_71?dchild=1&keywords=tent+for+backpacking&qid=1621432137&sr=8-71
ALISALQ Backpacking Camping Tent 2 Person Lightweight 3 Season Waterproof Hiking Tent Double Crossbars Easy Setup Double Layer for Hunting Outdoor Mountaineering Travel with,$487.99,,,https://www.amazon.com/ALISALQ-Backpacking-Lightweight-Waterproof-Mountaineering/dp/B0949DN1VD/ref=sr_1_72?dchild=1&keywords=tent+for+backpacking&qid=1621432137&sr=8-72
ALISALQ 3-4 Season 2 3 Person Lightweight Backpacking Tent Windproof Camping Tent Awning Family Tent Two Doors Double Layer with Aluminum Rods for Outdoor Camping Family Bea,$215.99,,,https://www.amazon.com/ALISALQ-Lightweight-Backpacking-Windproof-Green-Double/dp/B0949FG5KH/ref=sr_1_73?dchild=1&keywords=tent+for+backpacking&qid=1621432137&sr=8-73
ALISALQ Outdoor Camping Tent & Necessary Survival Gear Accessories,$543.99,,,https://www.amazon.com/ALISALQ-Outdoor-Necessary-Survival-Accessories/dp/B09499SLPX/ref=sr_1_74?dchild=1&keywords=tent+for+backpacking&qid=1621432137&sr=8-74
ALISALQ Camping Tent 1 2 Person Season Dome Tent for Backpacking Camping Hiking Fishing Outdoor Waterproof Lightweight Tent,$288.99,,,https://www.amazon.com/ALISALQ-Camping-Backpacking-Waterproof-Lightweight/dp/B0949DGZPH/ref=sr_1_75?dchild=1&keywords=tent+for+backpacking&qid=1621432137&sr=8-75
